last_name,first_name,year,xba,xslg,xwoba,xobp,xiso,wobacon,xwobacon,bacon,xbacon,xbadiff,xslgdiff,wobadif,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,iz_contact_percent,in_zone_swing_miss,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,name,WAR
Springer,George,2016,0.257,0.461,0.355,0.355,0.201,0.416,0.42,0.36,0.354,0.004,-0.004,-0.002,89.3,8.6,32.3,49,10.5,6,22.7,20.6,36.4,3.9,37.9,71.1,23.1,25.5,40.2,59.8,157,391,52.3,1532,86.7,6.4,76.9,230,27.9,47.3,49.5,21.6,24.4,4.5,,,,,,,,,,,-1,0.4,-0.4,-0.8,-0.8,32,15,,28.4,George Springer,4.5
Yelich,Christian,2016,0.31,0.513,0.391,0.39,0.198,0.429,0.463,0.387,0.407,-0.012,-0.03,-0.024,92.4,2.5,33,43,9.7,7.2,27.6,9,44.3,2.2,49.7,63.2,14.2,20.9,50.3,49.7,155,308,54.2,1471,76.3,5.7,85.8,112,24.4,40.3,58.4,11.5,28.1,2,,,,,,,,,,,6,-1.7,0.1,0.9,-0.7,32.1,44,,28.9,Christian Yelich,4.6
Posey,Buster,2016,0.293,0.49,0.368,0.368,0.194,0.345,0.38,0.324,0.332,-0.005,-0.056,-0.027,90.5,9.8,33.6,34,7.1,6.3,28,20.5,35.5,2.7,43,66.5,9.4,26.6,25.9,74.1,79,305,49.8,1145,69.7,7.6,90.6,72,14.1,46.6,49.3,19.6,27.8,3.3,36,2.03,2.04,2.02,6,1.62,1.66,1.54,0.76,83.3,,,,,,,0,,25.2,Buster Posey,4.7
Harper,Bryce,2016,0.258,0.448,0.356,0.388,0.187,0.364,0.384,0.308,0.331,-0.015,-0.007,-0.013,88.6,14.6,32.1,30,7.5,4.8,24.1,29.8,30.3,3.5,35.8,67.2,16.3,24.1,36.2,63.8,132,365,59.6,1517,78.9,5,83.7,113,23.2,41.5,41.1,24.1,26.6,8.3,,,,,,,,,,,-5,-0.4,-0.6,-0.4,-1.4,31.8,0,,27.2,Bryce Harper,4.8
Cozart,Zack,2016,0.24,0.362,0.291,0.299,0.118,0.345,0.316,0.305,0.293,0.012,0.063,0.021,86.1,15.2,32.5,9,2.3,6.5,24.7,30.9,31.7,3.9,27.5,65.5,10.9,27,38.6,61.4,97,251,48.9,929,69.2,7,89.1,69,18.7,46.7,40,23.4,27.8,8.8,,,,,,,,,,,,,,,,,0,,25.9,Zack Cozart,5
Ozuna,Marcell,2016,0.278,0.466,0.344,0.332,0.185,0.378,0.397,0.332,0.347,-0.012,-0.014,-0.014,90.7,10.8,32.5,35,7.8,5.6,25.6,24.7,33.9,2.5,41.5,64.4,16.1,31.5,45.7,54.3,170,372,53.1,1181,75,6.7,83.9,108,26.6,46.9,44.6,21.5,27.1,6.7,,,,,,,,,,,-2,0,-0.4,0.1,-0.3,33.6,0,,28,Marcell Ozuna,5
Simmons,Andrelton,2016,0.28,0.361,0.307,0.325,0.076,0.301,0.307,0.304,0.306,0.001,0.005,-0.005,86.2,4.1,30.1,5,1.2,3.9,26.3,19.3,45.8,3.6,29.6,69,8,25.9,24.4,75.6,50,205,49.9,790,83.2,10.2,92,44,12.5,47.5,55.4,16.9,24.1,3.6,,,,,,,,,,,,,,,,,0,,27.1,Andrelton Simmons,5
Donaldson,Josh,2016,0.285,0.561,0.41,0.405,0.274,0.436,0.448,0.356,0.358,-0.001,-0.012,-0.007,92,14.7,33,58,12.5,6.7,24.6,26.1,27.2,2.8,49.2,63.2,17.3,23.3,40.1,59.9,149,372,54.1,1596,78.1,7.3,82.7,148,24.1,41.7,39.5,24.6,25.3,10.6,,,,,,,,,,,,,,,,,0,,27.1,Josh Donaldson,5.1
Dozier,Brian,2016,0.239,0.458,0.33,0.314,0.218,0.433,0.377,0.342,0.306,0.029,0.088,0.04,87.5,18.4,31.2,40,8.3,7.2,20.5,34.3,25.2,4.5,35.7,61.1,18,27.9,33.7,66.3,139,413,53.1,1481,68.9,6.9,82,144,23.4,43.4,37,30.8,19.8,12.4,,,,,,,,,,,,,,,,,3,,27.8,Brian Dozier,5.1
Correa,Carlos,2016,0.289,0.481,0.37,0.374,0.189,0.401,0.432,0.358,0.379,-0.015,-0.03,-0.021,91,6.9,33.6,34,7.7,7.7,27.7,16.6,37.9,2.5,43.1,63.3,17.3,27.8,38.4,61.6,150,391,53.1,1404,68.8,6.7,82.7,136,24.3,44.5,51.2,17.5,27.2,4.1,,,,,,,,,,,,,,,,,5,,28,Carlos Correa,5.1
Upton,Justin,2016,0.252,0.484,0.342,0.316,0.23,0.432,0.451,0.356,0.366,-0.006,-0.019,-0.013,91.3,15.6,33.6,49,12.5,7.4,22.6,27.7,27,2.8,45.5,64.5,24.6,23.3,48.2,51.8,146,303,49.9,1298,77.2,7.6,75.4,207,30.9,43.9,39.2,25.4,27,8.4,,,,,,,,,,,-7,-0.8,-0.4,0.7,-0.5,32.6,0,,27.4,Justin Upton,5.2
Goldschmidt,Paul,2016,0.272,0.458,0.367,0.392,0.183,0.44,0.417,0.394,0.363,0.025,0.031,0.015,91,11.1,33.2,34,7.8,7.6,28.1,20.8,33.9,1.8,42.6,59.5,18.5,20.8,33.5,66.5,114,340,54.4,1638,74.1,7.2,81.5,151,22.9,38.4,47.4,19,28.1,5.5,,,,,,,,,,,,,,,,,2,,27.3,Paul Goldschmidt,5.3
Betts,Mookie,2016,0.289,0.457,0.345,0.339,0.165,0.404,0.362,0.357,0.328,0.029,0.077,0.034,89.7,12.5,32.2,32,5.3,6.7,23.2,26.7,36.1,2,39.6,57.4,6.9,23,34.8,65.2,102,293,47,1274,70.2,7.9,93.1,57,14.2,41.2,41.7,23.4,24.9,10,,,,,,,,,,,15,1.5,0.5,-0.2,1.8,34.9,10,,27.9,Mookie Betts,5.3
Turner,Justin,2016,0.275,0.483,0.357,0.342,0.205,0.393,0.398,0.335,0.338,0,0.01,-0.004,90.5,16.8,37.4,40,8.8,5.3,26.9,30.4,26.7,2,40.9,63.8,16.1,23.2,25.8,74.2,71,275,48,1183,72.5,8.3,83.9,132,18.6,44.4,36.3,27.6,29.5,6.6,,,,,,,,,,,,,,,,,0,,26.2,Justin Turner,5.4
Arenado,Nolan,2016,0.264,0.476,0.347,0.337,0.209,0.427,0.376,0.348,0.315,0.03,0.094,0.039,89.4,18.7,33.1,47,9,5.5,22.4,33.7,27.5,1.9,39.4,67,12.5,32,30.4,69.6,143,471,53.8,1473,71,6.7,87.5,106,18.9,48.1,35.6,25.8,27.9,10.7,,,,,,,,,,,,,,,,,1,,26.3,Nolan Arenado,5.7
Lindor,Francisco,2016,0.293,0.424,0.34,0.355,0.129,0.358,0.357,0.343,0.339,0.008,0.011,0,88.4,7.7,35.2,22,4.1,3.9,28.3,20.4,40.4,2.8,33,68.1,12.5,28.1,27.5,72.5,104,378,52.7,1344,77.1,7.9,87.5,103,17.2,47.1,50,16.1,29.6,4.3,,,,,,,,,,,,,,,,,2,,27.1,Francisco Lindor,5.7
Seager,Corey,2016,0.304,0.519,0.378,0.363,0.212,0.438,0.446,0.389,0.385,0.004,-0.007,-0.006,91,10.2,37.9,41,8.3,7.5,28.8,17.5,36.5,1.4,43.8,78.5,14.8,28.8,44.6,55.4,169,379,52.3,1314,93.9,7.1,85.2,139,23.3,52.5,47.2,20,29.8,3,,,,,,,,,,,,,,,,,1,,26.6,Corey Seager,6
Votto,Joey,2016,0.304,0.536,0.404,0.418,0.229,0.463,0.449,0.408,0.383,0.022,0.014,0.009,89.6,11.6,41.4,43,9.7,6.5,32.7,19.1,29.7,2.3,38.7,66.3,16.4,19.8,25.1,74.9,77,307,53.7,1554,85.1,6,83.6,146,18.6,41.3,44.1,19.4,35.1,1.4,,,,,,,,,,,,,,,,,0,,25,Joey Votto,6.5
Ramirez,Jose,2016,0.29,0.418,0.335,0.345,0.125,0.367,0.343,0.347,0.325,0.022,0.044,0.02,88,12.9,35.4,15,3,5.5,28.1,26.2,33.7,3.5,32.9,61.8,10.3,26.2,18.1,81.9,58,320,50.3,1222,73.5,7.8,89.7,77,12.7,43.9,41.5,20.1,31.7,6.7,,,,,,,,,,,-2,0,-1.7,0.6,-0.1,33,1,,27.9,Jose Ramirez,6.5
Blackmon,Charlie,2016,0.302,0.485,0.366,0.363,0.181,0.444,0.407,0.39,0.365,0.022,0.067,0.028,86.9,14.5,39.3,33,6.8,5.6,28.2,26.5,27.7,5.2,33.5,63.4,10.6,31.7,28.9,71.1,126,436,52.6,1375,63.8,5.8,89.4,83,17.1,46.7,35.6,22.2,35,7.2,,,,,,,,,,,-2,-1.3,0.1,0.5,-0.7,33.2,1,,27.7,Charlie Blackmon,6.6
Rendon,Anthony,2016,0.276,0.459,0.355,0.356,0.181,0.376,0.393,0.334,0.346,-0.006,-0.009,-0.013,90.8,16.9,35.8,27,5.9,9,25.5,30.3,27.9,1.3,41.5,62.1,13.4,21.1,28.4,71.6,74,261,47.5,1235,75.5,8.8,86.6,114,17,42.6,36.2,26.9,28.6,8.3,,,,,,,,,,,,,,,,,1,,28.1,Anthony Rendon,6.7
Bryant,Kris,2016,0.272,0.55,0.388,0.368,0.277,0.473,0.461,0.389,0.363,0.02,0.004,0.008,89.3,20.9,36.7,54,11.9,8,22.6,31.9,21.5,4.2,38.9,72.1,21.3,28.7,42.5,57.5,179,421,54.4,1467,88.6,6.2,78.7,189,28.1,48.5,32.1,31.2,27.9,8.8,,,,,,,,,,,4,0.1,-0.2,0.4,0.2,33.5,1,,28.5,Kris Bryant,6.7
Trout,Mike,2016,0.311,0.575,0.43,0.439,0.262,0.48,0.499,0.415,0.412,0.004,-0.025,-0.012,90.8,12.9,38.4,61,14.6,5.8,27.1,21.1,29.7,1.7,40.5,57.6,15.2,21.7,33.3,66.7,117,351,53.7,1620,65.8,6.2,84.8,122,20.7,38.3,42.2,25.4,29,3.4,,,,,,,,,,,-5,-2.8,-1.3,0.8,-3.4,30.4,17,,28.9,Mike Trout,6.8
Stanton,Giancarlo,2016,0.243,0.478,0.343,0.329,0.234,0.457,0.455,0.36,0.364,-0.003,0.011,0.001,93.8,14,30.5,44,16,6.9,20.7,24.7,29.5,2.2,47.6,66.1,23.2,30.9,54.6,45.4,185,339,58,1098,80,5.8,76.8,122,35.5,45.7,41.8,24.4,24.4,9.5,,,,,,,,,,,4,-1.1,0.2,0.9,0,33.4,0,,27.5,Giancarlo Stanton,7.3
Altuve,Jose,2016,0.324,0.528,0.391,0.386,0.201,0.408,0.409,0.374,0.362,0.014,0.003,0,87.5,10.9,39.7,40,6.9,6.6,29.8,20.5,31.7,4.5,36.2,70,10.3,30.5,24.9,75.1,103,413,54.8,1355,78.8,6.7,89.7,81,15.4,48.3,43.4,22.2,30,4.3,,,,,,,,,,,,,,,,,51,,28.4,Jose Altuve,7.6
